id,CHN202204070
version,2
info,visteam,MIL
info,hometeam,CHN
info,site,CHI11
info,date,2022/04/07
info,number,0
info,starttime,1:20PM
info,daynight,day
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,barrt901
info,ump1b,barkl901
info,ump2b,lentn901
info,ump3b,cejan901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2022/09/26 06:24:00
info,howscored,unknown
info,pitches,pitches
info,oscorer,speaa701
info,temp,44
info,winddir,tocf
info,windspeed,14
info,fieldcond,unknown
info,precip,none
info,sky,cloudy
info,timeofgame,198
info,attendance,35112
info,wp,givem001
info,lp,ashba003
info,save,robed002
start,wongk001,"Kolten Wong",0,1,4
start,adamw002,"Willy Adames",0,2,6
start,yelic001,"Christian Yelich",0,3,7
start,mccua001,"Andrew McCutchen",0,4,10
start,tellr001,"Rowdy Tellez",0,5,3
start,renfh001,"Hunter Renfroe",0,6,9
start,narvo001,"Omar Narvaez",0,7,2
start,cainl001,"Lorenzo Cain",0,8,8
start,petej002,"Jace Peterson",0,9,5
start,burnc002,"Corbin Burnes",0,0,1
start,orter001,"Rafael Ortega",1,1,10
start,madrn001,"Nick Madrigal",1,2,4
start,contw001,"Willson Contreras",1,3,2
start,happi001,"Ian Happ",1,4,7
start,schwf001,"Frank Schwindel",1,5,3
start,suzus001,"Seiya Suzuki",1,6,9
start,heywj001,"Jason Heyward",1,7,8
start,wisdp001,"Patrick Wisdom",1,8,5
start,hoern001,"Nico Hoerner",1,9,6
start,hendk001,"Kyle Hendricks",1,0,1
play,1,1,orter001,21,BCBX,8/L8D
play,1,1,contw001,32,SFBBBFB,W
play,1,1,happi001,10,BX,S8/L8.1-3;B-2
play,1,1,wisdp001,22,BCFFFFBX,E5/G6S.3-H;2-3;B-1
play,1,1,hoern001,00,>C,SB2
play,1,1,hoern001,12,>C.BFS,K
play,1,1,gomey001,01,FX,9/L9
play,2,0,vottj001,10,BX,E8/F8S.BX2(83)
play,2,0,farmk001,22,BCSFBX,S7/L7
play,2,0,mousm001,32,BCSBB1>S,K+CS2(25)/DP
play,2,1,higgp001,10,BX,S9/L9
play,2,1,boted002,00,X,S7/L7S+.1-2
play,2,1,morec001,21,*BLBX,S3/G3.2-3;1-2
play,2,1,orter001,00,X,7/SF/F7L.3-H
play,2,1,contw001,12,BCSX,53/G56S.2-3;1-2
play,2,1,happi001,32,BFBCFFF*BB,W
play,2,1,wisdp001,11,S*BX,HR/F7D.3-H;2-H;1-H
play,2,1,hoern001,10,BX,9/F89
play,3,0,senzn001,32,BSBCBFB,W
play,3,0,schrm001,02,SSS,K
play,3,0,papim001,12,CS*B1S,K
play,3,0,indij001,21,1BCBX,S8/G6M.1-2
play,3,0,drurb001,11,CBX,7/F7
play,3,1,gomey001,11,BFH,HP
play,3,1,higgp001,02,CSFX,S9/L9.1-2
play,3,1,boted002,22,TBFBFX,9/L9D.2-3
play,3,1,morec001,01,S1X,S8/G4M.3-H;1-2
play,3,1,orter001,00,,NP
sub,sanmr001,"Reiver Sanmartin",0,0,1
play,3,1,orter001,22,.SBBSFX,46(1)3/GDP/G4M
play,4,0,phamt001,32,CCBBFBFFX,S5/G5
play,4,0,vottj001,10,BX,S6/G34.1-H(E6/TH)(NR);B-2
play,4,0,farmk001,00,X,8/F89XD.2-3
play,4,0,mousm001,12,CFFBS,K
play,4,0,senzn001,01,FX,53/G5
play,4,1,contw001,10,BX,9/F89
play,4,1,happi001,12,CFBX,S5/G6S
play,4,1,wisdp001,22,SBBTS,K
play,4,1,hoern001,11,BCX,S9/G34.1-2
play,4,1,gomey001,32,CBFBB>F>F>X,23/G2-
play,5,0,schrm001,00,,NP
sub,simma001,"Andrelton Simmons",1,8,4
play,5,0,schrm001,11,.CBX,7/L78D
play,5,0,papim001,22,CFFBBFFX,S9/L89
play,5,0,indij001,02,FCC,K
play,5,0,drurb001,00,X,4(1)/FO/G6MD.B-1
play,5,1,higgp001,11,BCX,43/G4+
play,5,1,simma001,30,BBBB,W
play,5,1,morec001,00,X,S8/G6M.1-3
play,5,1,orter001,00,,NP
sub,croon001,"Narciso Crook",1,1,11
play,5,1,croon001,00,.X,64(1)3/GDP/G6+
play,6,0,phamt001,00,,NP
sub,croon001,"Narciso Crook",1,1,9
play,6,0,phamt001,00,.X,8/L8D+
play,6,0,vottj001,12,CSBFX,HR/F89XD
play,6,0,farmk001,01,CX,63/G6D
com,"$Cubs second baseman David Bote left the game due to an injured shoulder."
play,6,0,mousm001,32,S.SBBBS,K
play,6,1,contw001,00,,NP
sub,mored002,"Dauri Moreta",0,0,1
play,6,1,contw001,12,.FBSFS,K
play,6,1,happi001,12,BFCFX,43/G34
play,6,1,wisdp001,21,CBBX,HR/L78XD
play,6,1,hoern001,22,FCBBX,S7/G56
play,6,1,gomey001,00,X,D7/L7+.1-H
play,6,1,higgp001,22,BFBCX,4/P34D
play,7,0,senzn001,00,,NP
sub,martc007,"Chris Martin",1,0,1
play,7,0,senzn001,00,.X,9/F9LD
play,7,0,schrm001,32,CBFBBX,63/G6
play,7,0,papim001,11,BCX,53/G6MS
play,7,1,simma001,00,,NP
sub,detwr001,"Ross Detwiler",0,0,1
play,7,1,simma001,00,.X,3/P3F/FL
play,7,1,morec001,10,BX,D7/L7L+
play,7,1,croon001,11,CBX,D7/L7LD+.2-H
play,7,1,contw001,00,X,S7/L7+.2-3
play,7,1,happi001,00,,NP
sub,velan001,"Nelson Velazquez",1,3,11
play,7,1,velan001,12,.F*BSS,K
play,7,1,wisdp001,32,BSBB>F>F>X,4/P4D
play,8,0,indij001,00,,NP
sub,velan001,"Nelson Velazquez",1,3,7
play,8,0,indij001,00,.,NP
sub,wickr001,"Rowan Wick",1,0,1
play,8,0,indij001,11,..CBX,8/F8XD
play,8,0,drurb001,02,CSFC,K
play,8,0,phamt001,02,FFX,S8/G6M+
play,8,0,vottj001,22,BF1CBX,S9/G3+.1-3
play,8,0,farmk001,22,BBFFX,S7/G6.3-H;1-2
play,8,0,mousm001,11,BSX,S9/L89.2-H;1-2
play,8,0,senzn001,10,BX,3/P34
play,8,1,hoern001,00,,NP
sub,reynm003,"Matt Reynolds",0,2,9
play,8,1,hoern001,00,.,NP
sub,mousm001,"Mike Moustakas",0,6,5
play,8,1,hoern001,00,..,NP
sub,schrm001,"Max Schrock",0,8,1
play,8,1,hoern001,10,...BX,S9/L89+
play,8,1,gomey001,11,FBX,8/L8D
play,8,1,higgp001,00,X,HR/L7D.1-H
play,8,1,simma001,10,BX,4/L4MD
play,8,1,morec001,32,BBCFBX,HR/F78XD
play,8,1,croon001,12,TBFX,S8/G4M
play,8,1,contw001,01,FX,D9/F9L.1-3
play,8,1,velan001,01,FX,D7/L78D.3-H;2-H
play,8,1,wisdp001,00,X,S7/L7S.2-3
play,8,1,hoern001,11,F*BX,9/L89D
play,9,0,schrm001,00,,NP
sub,hughb002,"Brandon Hughes",1,0,1
play,9,0,schrm001,30,.BBBB,W
play,9,0,papim001,02,CSX,S4/G4.1-2
play,9,0,indij001,12,CFFBX,3/P3
play,9,0,reynm003,12,CBSC,K
play,9,0,phamt001,01,FX,HR/L7D.2-H;1-H
play,9,0,vottj001,32,BSBBST,K
data,er,schrm001,5
data,er,detwr001,1
data,er,mored002,2
data,er,ashcg001,7
data,er,sanmr001,0
data,er,wickr001,2
data,er,hughb002,3
data,er,hendk001,2
data,er,martc007,0
