id,HOU202303300
version,2
info,visteam,CHA
info,hometeam,HOU
info,site,HOU03
info,date,2023/03/30
info,number,0
info,gametype,regular
info,starttime,6:08PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,millb901
info,ump1b,drakr901
info,ump2b,whitc901
info,ump3b,ortir901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/08/16 09:03:31
info,howscored,unknown
info,pitches,pitches
info,oscorer,wilkt701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,158
info,attendance,43032
info,wp,gravk001
info,lp,presr001
info,save,loper003
start,andet001,"Tim Anderson",0,1,6
start,robel002,"Luis Robert Jr.",0,2,8
start,vauga001,"Andrew Vaughn",0,3,3
start,jimee001,"Eloy Jimenez",0,4,10
start,moncy001,"Yoan Moncada",0,5,5
start,benia002,"Andrew Benintendi",0,6,7
start,grany001,"Yasmani Grandal",0,7,2
start,andre001,"Elvis Andrus",0,8,4
start,gonzr003,"Romy Gonzalez",0,9,9
start,ceasd001,"Dylan Cease",0,0,1
start,penaj004,"Jeremy Pena",1,1,6
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,7
start,abrej003,"Jose Abreu",1,4,3
start,tuckk001,"Kyle Tucker",1,5,9
start,diazy004,"Yainer Diaz",1,6,10
start,meyej002,"Jake Meyers",1,7,8
start,maldm001,"Martin Maldonado",1,8,2
start,dubom001,"Mauricio Dubon",1,9,4
start,valdf001,"Framber Valdez",1,0,1
play,9,0,calla002,00,,NP
sub,chavm001,"Michael Chavis",0,7,12
play,9,0,calla002,00,.,NP
sub,garcl006,"Luis Garcia",0,8,11
play,9,0,garcl006,31,..*B*BT*BX,3/G3
play,9,0,abrac001,00,X,3/G34
play,9,1,tuckk001,00,,NP
sub,thoml002,"Lane Thomas",0,1,8
play,9,1,tuckk001,00,.,NP
sub,dickc002,"Corey Dickerson",0,4,7
play,9,1,tuckk001,00,..,NP
sub,vargi001,"Ildemaro Vargas",0,6,9
play,9,1,tuckk001,00,...,NP
sub,chavm001,"Michael Chavis",0,7,3
play,9,1,tuckk001,00,....,NP
sub,garcl006,"Luis Garcia",0,8,4
play,9,1,tuckk001,00,.....,NP
sub,harvh001,"Hunter Harvey",0,0,1
play,9,1,tuckk001,01,......CX,S8/L8D+
play,9,1,abrej003,22,1BCF.>F*B1>X,S6/G56.1-2
play,9,1,diazy004,12,FF*BS,K
play,9,1,julkc001,00,>B,SB3
play,9,1,julkc001,30,>B.BBB,W.1-2
play,9,1,meyej002,22,C*BTFBX,62(3)/FO/G6.2-H(E2/TH)(NR)(UR);1-2;B-1
data,er,grayj004,4
data,er,harvh001,0
data,er,weemj001,0
data,er,valdf001,1
data,er,nerih001,0
data,er,presr001,0
id,HOU202306200
version,2
info,visteam,NYN
info,hometeam,HOU
info,site,HOU03
info,date,2023/06/20
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,cejan901
info,ump1b,onorb901
info,ump2b,hobep901
info,ump3b,metzj901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/07/26 10:07:28
info,howscored,unknown
info,pitches,pitches
info,oscorer,fanud701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,131
info,attendance,34606
info,wp,valdf001
info,lp,verlj001
info,save,presr001
start,nimmb001,"Brandon Nimmo",0,1,8
start,marts002,"Starling Marte",0,2,9
start,lindf001,"Francisco Lindor",0,3,6
start,alonp001,"Pete Alonso",0,4,3
start,phamt001,"Tommy Pham",0,5,7
start,alvaf001,"Francisco Alvarez",0,6,2
start,mcnej002,"Jeff McNeil",0,7,4
start,canhm001,"Mark Canha",0,8,10
start,escoe001,"Eduardo Escobar",0,9,5
start,verlj001,"Justin Verlander",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,brega001,"Alex Bregman",1,2,5
start,tuckk001,"Kyle Tucker",1,3,9
start,diazy004,"Yainer Diaz",1,4,10
start,abrej003,"Jose Abreu",1,5,3
start,penaj004,"Jeremy Pena",1,6,6
start,julkc001,"Corey Julks",1,7,7
start,meyej002,"Jake Meyers",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,nimmb001,32,BBBCCX,43/G4
play,1,0,marts002,10,BX,63/G6M
play,1,0,lindf001,21,BFBX,9/F9D
play,1,1,altuj001,01,CX,63/G6
play,1,1,brega001,12,BCCX,63/G6
play,1,1,tuckk001,10,BX,8/L8XD+
play,2,0,alonp001,22,BBCC.*S,K
play,2,0,phamt001,00,X,63/G6
play,2,0,alvaf001,12,BFCS,K
play,2,1,diazy004,11,BCX,8/F8XD
play,2,1,abrej003,22,CF.BBFS,K
play,2,1,penaj004,22,BST.BX,63/G6M
play,3,0,mcnej002,12,SBC*S,K
play,3,0,canhm001,22,BBCS.X,63/G6
play,3,0,escoe001,02,FF*S,K
play,3,1,julkc001,01,CX,D9/L9L
play,3,1,meyej002,32,BFCBBX,3/P3F/FL
play,3,1,maldm001,10,BX,S7/G56.2-3
play,3,1,altuj001,20,BBX,8/SF/F8XD.3-H
play,3,1,brega001,30,BB*BX,HR/L7LD.1-H
play,3,1,tuckk001,11,BFX,63/G4M
play,4,0,nimmb001,02,CSS,K
play,4,0,marts002,02,CS*S,K
play,4,0,lindf001,00,X,8/L8D+
play,4,1,diazy004,01,CX,S4/G4M
play,4,1,abrej003,12,BSF.FC,K
play,4,1,penaj004,11,F*BX,S7/L7LS.1-2
play,4,1,julkc001,01,CX,9/F89D
play,4,1,meyej002,00,X,64(1)/FO/G6.B-1
play,5,0,alonp001,02,CC*S,K
play,5,0,phamt001,00,X,53/G56S
play,5,0,alvaf001,22,CS.BV*S,K.BX1(23)
play,5,1,maldm001,01,FX,5/L5+
play,5,1,altuj001,01,SX,8/L8D+
play,5,1,brega001,22,SBS.B*S,K
play,6,0,mcnej002,10,BX,3/G3
play,6,0,canhm001,11,BSX,S9/L9L
play,6,0,escoe001,20,BBX,64(1)3/GDP/G6
play,6,1,tuckk001,00,X,7/F7
play,6,1,diazy004,21,BBFX,S8/F8
play,6,1,abrej003,22,BF*BS*S,K
play,6,1,penaj004,00,X,64(1)/FO/G6.B-1
play,7,0,nimmb001,12,SSBFFS,K
play,7,0,marts002,12,BCSX,53/G56
play,7,0,lindf001,31,BCBBB,W
play,7,0,alonp001,00,X,63/G6
play,7,1,julkc001,10,BX,S5/G56S
play,7,1,meyej002,32,11BFBFBC,K
play,7,1,maldm001,11,B1C>X,53/G6S.1-2
play,7,1,altuj001,21,BBCX,S8/G6M.2-H
play,7,1,brega001,30,*B*BBX,8/F78XD
play,8,0,phamt001,32,BBFBCX,S9/L9L+
play,8,0,alvaf001,10,BX,D8/L78XD+.1-3
play,8,0,mcnej002,00,X,7/L7S
play,8,0,canhm001,22,*BSF*BX,9/SF/L9S.3-H
play,8,0,escoe001,10,*BX,S8/L89D.2-H
play,8,0,nimmb001,22,C*BC*BX,6/P6M
play,8,1,tuckk001,00,,NP
sub,brigj002,"Jeff Brigham",0,0,1
play,8,1,tuckk001,21,.SBBX,13/G13
play,8,1,diazy004,32,BBBCTC,K
play,8,1,abrej003,00,X,S5/L56D+
play,8,1,penaj004,32,BSFBB>*B,W.1-2
play,8,1,julkc001,31,BSBBB,W.2-3;1-2
play,8,1,meyej002,00,X,54(1)/FO/G6.B-1
play,9,0,marts002,00,,NP
sub,presr001,"Ryan Pressly",1,0,1
play,9,0,marts002,22,.CBBFX,63/G6
play,9,0,lindf001,10,BX,9/F89XD+
play,9,0,alonp001,30,BBBB,W
play,9,0,phamt001,22,SBBCFFS,K
data,er,verlj001,4
data,er,brigj002,0
data,er,valdf001,2
data,er,presr001,0
id,HOU202307080
version,2
info,visteam,SEA
info,hometeam,HOU
info,site,HOU03
info,date,2023/07/08
info,number,0
info,gametype,regular
info,starttime,6:15PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,hobep901
info,ump1b,jimee902
info,ump2b,cejan901
info,ump3b,onorb901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/07/23 20:30:19
info,howscored,unknown
info,pitches,pitches
info,oscorer,johnf701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,166
info,attendance,37112
info,wp,nerih001
info,lp,munoa002
info,save,presr001
start,crawj002,"J.P. Crawford",0,1,6
start,rodrj007,"Julio Rodriguez",0,2,8
start,frant002,"Ty France",0,3,3
start,hernt002,"Teoscar Hernandez",0,4,10
start,suare001,"Eugenio Suarez",0,5,5
start,murpt002,"Tom Murphy",0,6,2
start,polla001,"AJ Pollock",0,7,7
start,cabaj001,"Jose Caballero",0,8,4
start,moord002,"Dylan Moore",0,9,9
start,woo-b001,"Bryan Woo",0,0,1
start,dubom001,"Mauricio Dubon",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,tuckk001,"Kyle Tucker",1,3,9
start,brega001,"Alex Bregman",1,4,5
start,abrej003,"Jose Abreu",1,5,3
start,diazy004,"Yainer Diaz",1,6,10
start,julkc001,"Corey Julks",1,7,7
start,mccoc001,"Chas McCormick",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,crawj002,00,X,43/G4
play,1,0,rodrj007,22,BCBFS,K
play,1,0,frant002,12,CFBT,K
play,1,1,dubom001,10,BX,63/G6
play,1,1,penaj004,02,CFX,S7/L78S
play,1,1,tuckk001,31,FBBB>X,D9/G3.1-H;B-3(E9/TH)
play,1,1,brega001,01,FX,S57/L56D.3-H(UR)
play,1,1,abrej003,11,C*BX,4/L4D
play,1,1,diazy004,31,CBBBX,43/G4
play,2,0,hernt002,01,CX,43/G6M
play,2,0,suare001,31,BTBBB,W
play,2,0,murpt002,11,BFX,8/L8XD
play,2,0,polla001,01,SX,53/G5
play,2,1,julkc001,02,CFS,K
play,2,1,mccoc001,22,BSBFS,K
play,2,1,maldm001,02,CSX,8/F8XD
play,3,0,cabaj001,02,FC.FX,S7/L7
play,3,0,moord002,01,FX,9/F89D
play,3,0,crawj002,00,1>C,SB2
play,3,0,crawj002,01,1>C.>C,SB3
play,3,0,crawj002,32,1>C.>C.*BFB*BX,S6/L56D.3-H
play,3,0,rodrj007,00,X,9/L9L
play,3,0,frant002,22,F*BCF1*BFFX,63/G56
play,3,1,dubom001,32,BCCBBX,53/G56
play,3,1,penaj004,00,X,53/G5
play,3,1,tuckk001,32,TBBCBX,53/G56
play,4,0,hernt002,12,BSSX,D7/L78XD+
play,4,0,suare001,30,BBBB,W
play,4,0,murpt002,31,A*BBBX,8/F8D
play,4,0,polla001,22,CBBSFS,K
play,4,0,cabaj001,11,SB>*B,SB3
play,4,0,cabaj001,32,SB>*B.FB.>X,S8/G6M.3-H;1-3
play,4,0,moord002,01,C1X,9/F89D
play,4,1,brega001,10,BX,63/G6
play,4,1,abrej003,10,BX,9/L89D
play,4,1,diazy004,01,CX,63/G6
play,5,0,crawj002,22,CBFFBS,K
play,5,0,rodrj007,22,BFBF.C,K
play,5,0,frant002,02,FFX,4/P4D
play,5,1,julkc001,11,FBX,8/L89D+
play,5,1,mccoc001,22,FBFFBS,K
play,5,1,maldm001,12,CSBX,53/G5
play,6,0,hernt002,12,BFF.S,K
play,6,0,suare001,31,BFBBX,53/G5
play,6,0,murpt002,32,BSBF.BX,S7/L78D
play,6,0,polla001,22,FBC.*BFX,3/P3F/FL
play,6,1,dubom001,01,FX,43/G4D
play,6,1,penaj004,02,CS.C,K
play,6,1,tuckk001,32,BBBCFB,W
play,6,1,brega001,10,B1>C,SB2
play,6,1,brega001,21,B1>C.BX,3/P3D
play,7,0,cabaj001,00,,NP
sub,abreb002,"Bryan Abreu",1,0,1
play,7,0,cabaj001,32,.BCBCB.S,K
play,7,0,moord002,00,,NP
sub,kelej001,"Jarred Kelenic",0,9,11
play,7,0,kelej001,12,.CFBS,K
play,7,0,crawj002,31,BBFBB,W
play,7,0,rodrj007,22,BSBFX,9/F89D
play,7,1,abrej003,00,,NP
sub,kelej001,"Jarred Kelenic",0,9,9
play,7,1,abrej003,00,.,NP
sub,topaj001,"Justin Topa",0,0,1
play,7,1,abrej003,12,..BCS.FX,7/L78D
play,7,1,diazy004,02,FCX,63/G56
play,7,1,julkc001,21,SBBX,1/L1
play,8,0,frant002,00,,NP
sub,nerih001,"Hector Neris",1,0,1
play,8,0,frant002,20,.BBH,HP
play,8,0,hernt002,02,CTB,WP.1-2
play,8,0,hernt002,32,CTB.BBFFF*B,W
play,8,0,suare001,32,CB*BFFBB,W.2-3;1-2
play,8,0,murpt002,00,,NP
sub,ralec001,"Cal Raleigh",0,6,11
play,8,0,ralec001,02,.FSS,K
play,8,0,polla001,00,,NP
sub,fordm002,"Mike Ford",0,7,11
play,8,0,fordm002,12,.*SFFBFX,5/P5F/FL
play,8,0,cabaj001,02,CFFC,K
play,8,1,mccoc001,00,,NP
sub,hernt002,"Teoscar Hernandez",0,4,9
play,8,1,mccoc001,00,.,NP
sub,ralec001,"Cal Raleigh",0,6,2
play,8,1,mccoc001,00,..,NP
sub,kelej001,"Jarred Kelenic",0,9,7
play,8,1,mccoc001,00,...,NP
sub,munoa002,"Andres Munoz",0,7,1
play,8,1,mccoc001,22,....SBC.BS,K
play,8,1,maldm001,11,BSX,HR/F7D
play,8,1,dubom001,02,CFS,K
play,8,1,penaj004,32,BSBBFB,W
play,8,1,tuckk001,12,CFBX,43/G34
play,9,0,kelej001,00,,NP
sub,presr001,"Ryan Pressly",1,0,1
play,9,0,kelej001,22,.BFFBX,43/G4D
play,9,0,crawj002,22,BBCCX,5/P56
play,9,0,rodrj007,32,FBBFB.B,W
play,9,0,frant002,01,C>X,9/F9D
data,er,topaj001,0
data,er,woo-b001,1
data,er,munoa002,1
data,er,valdf001,2
data,er,abreb002,0
data,er,nerih001,0
data,er,presr001,0
id,HOU202307260
version,2
info,visteam,TEX
info,hometeam,HOU
info,site,HOU03
info,date,2023/07/26
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,rippm901
info,ump1b,lives901
info,ump2b,belld901
info,ump3b,cuzzp901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/08/01 12:13:57
info,howscored,unknown
info,pitches,pitches
info,oscorer,fanud701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,178
info,attendance,40398
info,wp,heana001
info,lp,valdf001
info,save,
start,semim001,"Marcus Semien",0,1,4
start,durae002,"Ezequiel Duran",0,2,6
start,lowen001,"Nathaniel Lowe",0,3,3
start,garca005,"Adolis Garcia",0,4,9
start,jungj001,"Josh Jung",0,5,5
start,heimj001,"Jonah Heim",0,6,2
start,garvm001,"Mitch Garver",0,7,10
start,grosr001,"Robbie Grossman",0,8,7
start,tavel001,"Leody Taveras",0,9,8
start,heana001,"Andrew Heaney",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,tuckk001,"Kyle Tucker",1,3,9
start,brega001,"Alex Bregman",1,4,5
start,alvay001,"Yordan Alvarez",1,5,10
start,abrej003,"Jose Abreu",1,6,3
start,mccoc001,"Chas McCormick",1,7,8
start,julkc001,"Corey Julks",1,8,7
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,semim001,02,CFFX,S7/G56
play,1,0,durae002,12,1BCCFX,64(1)3/GDP/G6
play,1,0,lowen001,11,FBX,S3/G34
play,1,0,garca005,10,BX,64(1)/FO/G6.B-1
play,1,1,altuj001,11,BFX,53/G56
play,1,1,penaj004,32,BBCFFFF.BX,D7/L7L
play,1,1,tuckk001,32,CBF*BBB,W
play,1,1,brega001,22,FBBFFX,HR/F7LD.2-H;1-H
play,1,1,alvay001,02,CFFH,HP
play,1,1,abrej003,01,CX,54(1)3/GDP/G5
play,2,0,jungj001,12,CBS.FFX,S9/G4
play,2,0,heimj001,12,CC*BX,3/P3F/FL
play,2,0,garvm001,11,BCX,9/F89D
play,2,0,grosr001,22,CCBBX,53/G5
play,2,1,mccoc001,12,CSBS,K
play,2,1,julkc001,22,CSBBFX,8/F8D
play,2,1,maldm001,12,BCS.*S,K
play,3,0,tavel001,20,BBX,9/F9D
play,3,0,semim001,00,H,HP
play,3,0,durae002,20,BBX,9/L9LD
play,3,0,lowen001,32,CBSB1FB>X,HR/F9D.1-H
play,3,0,garca005,21,BBFX,53/G5
play,3,1,altuj001,02,FFFX,43/G6M
play,3,1,penaj004,00,X,8/F89D
play,3,1,tuckk001,21,CBBX,43/G34
play,4,0,jungj001,12,BCFX,53/G56S
play,4,0,heimj001,22,BFBS.,NP
sub,huffs001,"Sam Huff",0,6,11
play,4,0,huffs001,22,BFBS..S,K
play,4,0,garvm001,31,BBCBX,S57/G56
play,4,0,grosr001,10,BX,D7/L78XD+.1-3
play,4,0,tavel001,20,B*BX,S9/L89D+.3-H;2-H
play,4,0,semim001,00,X,HR/F7D.1-H
play,4,0,durae002,31,TBBBB,W
play,4,0,lowen001,00,1C,PB.1-2
play,4,0,lowen001,31,1C.BB*BB,W+WP.2-3
play,4,0,garca005,00,,NP
sub,marts003,"Seth Martinez",1,0,1
play,4,0,garca005,32,.BBFBF.>S,K
play,4,1,brega001,00,,NP
sub,huffs001,"Sam Huff",0,6,2
play,4,1,brega001,00,.X,S7/G56
play,4,1,alvay001,31,*BBFBB,W.1-2
play,4,1,abrej003,21,BFBX,9/F89
play,4,1,mccoc001,22,FBF*BS,K
play,4,1,julkc001,00,X,3/P34
play,5,0,jungj001,11,CBX,9/F9L
play,5,0,huffs001,00,X,HR/F7D
play,5,0,garvm001,11,BSX,63/G6S
play,5,0,grosr001,11,BCX,T8/L89XD+
play,5,0,tavel001,01,SX,S7/G56.3-H
play,5,0,semim001,00,1X,S9/G34.1-2
play,5,0,durae002,00,X,S6/G6.2-3;1-2
com,"$Rangers challenged (play at 1st), call on the field was overturned."
play,5,0,lowen001,32,CBSBFB>B,W.3-H;2-3;1-2
play,5,0,garca005,11,FBX,HR/F7D.3-H;2-H;1-H
play,5,0,jungj001,00,,NP
sub,diazy004,"Yainer Diaz",1,9,2
play,5,0,jungj001,00,.,NP
sub,montr004,"Rafael Montero",1,0,1
com,"ej,semim001,P,rippm901,Benches clearing"
com,"$Rangers second baseman Semien ejected by HP umpire Ripperger"
com,"for inciting benches clearing"
com,"ej,maldm001,P,rippm901,Benches clearing"
com,"$Astros catcher Martin Maldonado ejected by HP umpire Ripperger"
com,"for inciting benches clearing"
play,5,0,jungj001,02,....CFC,K
play,5,1,diazy004,00,,NP
sub,smitj007,"Josh H. Smith",0,1,4
play,5,1,diazy004,11,.BCX,63/G56S
play,5,1,altuj001,22,CCBFBFX,53/G56S
play,5,1,penaj004,01,SX,S9/L89
play,5,1,tuckk001,30,*BBBB,W.1-2
play,5,1,brega001,22,BBCFX,7/F7
play,6,0,huffs001,00,,NP
sub,kessg001,"Grae Kessinger",1,1,4
play,6,0,huffs001,11,.BSX,53/G2
play,6,0,garvm001,31,CBBBB,W
play,6,0,grosr001,00,X,7/F78
play,6,0,tavel001,01,TX,43/G34
play,6,1,alvay001,00,,NP
sub,leclj001,"Jose Leclerc",0,0,1
play,6,1,alvay001,00,.X,D8/F78XD+
play,6,1,abrej003,11,BSX,7/F7D
play,6,1,mccoc001,21,CBBX,63/G6
play,6,1,julkc001,00,X,9/L9D+
play,7,0,smitj007,00,,NP
sub,mushp001,"Parker Mushinski",1,0,1
play,7,0,smitj007,11,.BCX,S34/G3
play,7,0,durae002,12,FB*S.C,K
play,7,0,lowen001,02,FFFX,8/F8D
play,7,0,garca005,01,FX,54(1)/FO/G56S.B-1
play,7,1,diazy004,12,SBFX,7/F7D
play,7,1,kessg001,22,CBFBFS,K
play,7,1,penaj004,22,CFBB*S,K
play,8,0,jungj001,00,,NP
sub,kessg001,"Grae Kessinger",1,1,5
play,8,0,jungj001,00,.,NP
sub,meyej002,"Jake Meyers",1,3,8
play,8,0,jungj001,00,..,NP
sub,dubom001,"Mauricio Dubon",1,4,4
play,8,0,jungj001,00,...,NP
sub,mccoc001,"Chas McCormick",1,7,9
play,8,0,jungj001,10,....BX,S7/L7D+
play,8,0,huffs001,22,BBCC*S,K
play,8,0,garvm001,32,BCFBBX,S7/L7LD.1-2
play,8,0,grosr001,00,X,8/F78D
play,8,0,tavel001,01,CX,9/L89
play,8,1,meyej002,00,,NP
sub,whito001,"Owen White",0,0,1
play,8,1,meyej002,32,.CBBBSC,K
play,8,1,dubom001,12,BSFX,9/F89
play,8,1,alvay001,00,X,3/G3
play,9,0,smitj007,00,,NP
sub,stanr002,"Ryne Stanek",1,0,1
play,9,0,smitj007,22,.FF.BFBX,43/G34
play,9,0,durae002,22,BFFB.S,K
play,9,0,lowen001,11,BFX,8/F8XD
play,9,1,abrej003,02,CFFFFFX,5/L5
play,9,1,mccoc001,31,BBCBB,W
play,9,1,julkc001,12,CC*BT,K
play,9,1,diazy004,00,X,HR/F7D.1-H
play,9,1,kessg001,21,BBFX,13/G4MS-
data,er,whito001,2
data,er,heana001,3
data,er,leclj001,0
data,er,valdf001,6
data,er,montr004,0
data,er,marts003,7
data,er,mushp001,0
data,er,stanr002,0
id,HOU202308010
version,2
info,visteam,CLE
info,hometeam,HOU
info,site,HOU03
info,date,2023/08/01
info,number,0
info,gametype,regular
info,starttime,7:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,wolcq901
info,ump1b,valej901
info,ump2b,clemp901
info,ump3b,johna901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/10/06 09:13:06
info,howscored,unknown
info,pitches,pitches
info,oscorer,fanud701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,126
info,attendance,33703
info,wp,valdf001
info,lp,willg004
info,save,
start,kwans001,"Steven Kwan",0,1,7
start,freet001,"Tyler Freeman",0,2,4
start,ramij003,"Jose Ramirez",0,3,5
start,gonzo001,"Oscar Gonzalez",0,4,10
start,fry-d001,"David Fry",0,5,3
start,brenw002,"Will Brennan",0,6,9
start,ariag002,"Gabriel Arias",0,7,6
start,stram002,"Myles Straw",0,8,8
start,gallc001,"Cam Gallagher",0,9,2
start,willg004,"Gavin Williams",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,penaj004,"Jeremy Pena",1,2,6
start,tuckk001,"Kyle Tucker",1,3,9
start,brega001,"Alex Bregman",1,4,5
start,abrej003,"Jose Abreu",1,5,3
start,mccoc001,"Chas McCormick",1,6,7
start,diazy004,"Yainer Diaz",1,7,10
start,meyej002,"Jake Meyers",1,8,8
start,maldm001,"Martin Maldonado",1,9,2
start,valdf001,"Framber Valdez",1,0,1
play,1,0,kwans001,12,CCBS,K
play,1,0,freet001,02,CCS,K
play,1,0,ramij003,20,BBX,9/F9LD
play,1,1,altuj001,21,BBCX,3/P3F/FL
play,1,1,penaj004,00,X,D8/L78XD+
play,1,1,tuckk001,01,CX,13/G23-.2-3
play,1,1,brega001,12,CBCX,63/G6
play,2,0,gonzo001,12,CCBS,K
play,2,0,fry-d001,02,FSF*S,K.BX1(23)
play,2,0,brenw002,21,BFBX,53/G56S
play,2,1,abrej003,02,CS.C,K
play,2,1,mccoc001,22,BCBFS,K
play,2,1,diazy004,12,FCBS,K
play,3,0,ariag002,22,BCCBS,K
play,3,0,stram002,02,CCFX,8/L89D
play,3,0,gallc001,22,CBBFX,8/F89D
play,3,1,meyej002,22,FFBFBX,S8/L8D+
play,3,1,maldm001,22,F1>FFBB1>S,K+CS2(24)/DP
play,3,1,altuj001,20,BBX,S7/G56
play,3,1,penaj004,30,BBBB,W.1-2
play,3,1,tuckk001,22,FBBFB,WP.2-3;1-2
play,3,1,tuckk001,32,FBBFB.X,S8/F89.3-H;2-H
play,3,1,brega001,12,1CC>FBC,K
play,4,0,kwans001,21,BCBX,43/G34D
play,4,0,freet001,11,FBX,53/G56S
play,4,0,ramij003,12,BCF*S,K
play,4,1,abrej003,31,BCBBB,W
play,4,1,mccoc001,31,FBBBB,W.1-2
play,4,1,diazy004,01,SX,3/P3F/FL
play,4,1,meyej002,20,BBX,43/G34.2-3;1-2
play,4,1,maldm001,12,SS.BFT,K
play,5,0,gonzo001,32,BSS.FFBBB,W
play,5,0,fry-d001,11,CBX,8/F78XD
play,5,0,brenw002,10,BX,46(1)3/GDP/G4
play,5,1,altuj001,00,,NP
sub,gimea001,"Andres Gimenez",0,2,4
play,5,1,altuj001,22,.CBBC.X,8/F8XD
play,5,1,penaj004,32,BFS.BFFFBB,W
play,5,1,tuckk001,01,TX,4(1)/FO/G4.B-1
play,5,1,brega001,30,BBBX,9/F9
play,6,0,ariag002,00,X,53/G56
play,6,0,stram002,20,BBX,9/L9
play,6,0,gallc001,01,FX,63/G6
play,6,1,abrej003,00,,NP
sub,currx001,"Xzavion Curry",0,0,1
play,6,1,abrej003,12,.CSBX,7/F7D
play,6,1,mccoc001,22,CBBCS,K
play,6,1,diazy004,00,X,S8/L89D+
play,6,1,meyej002,12,S*BFC,K
play,7,0,kwans001,01,CX,43/G34
play,7,0,gimea001,00,X,63/G4MS
play,7,0,ramij003,01,CX,163/G6MS
play,7,1,maldm001,12,BCF.S,K
play,7,1,altuj001,00,X,13/G4MS
play,7,1,penaj004,21,BBCX,S7/G6
play,7,1,tuckk001,00,,NP
sub,hents001,"Sam Hentges",0,0,1
play,7,1,tuckk001,00,.X,43/G34+
play,8,0,gonzo001,12,FT.FBS,K
play,8,0,fry-d001,02,SSFX,63/G6MS
play,8,0,brenw002,00,X,43/G34
play,8,1,brega001,00,,NP
sub,deloe001,"Enyel De Los Santos",0,0,1
play,8,1,brega001,11,.BCX,43/G4+
play,8,1,abrej003,02,CS.X,13/G4MS
play,8,1,mccoc001,02,CFFS,K
play,9,0,ariag002,32,BSBSBX,43/G4+
play,9,0,stram002,20,BBX,8/L8D
play,9,0,gallc001,02,SFX,6/L6-
data,er,hents001,0
data,er,deloe001,0
data,er,willg004,2
data,er,currx001,0
data,er,valdf001,0
id,HOU202308190
version,2
info,visteam,SEA
info,hometeam,HOU
info,site,HOU03
info,date,2023/08/19
info,number,0
info,gametype,regular
info,starttime,6:10PM
info,daynight,night
info,innings,9
info,tiebreaker,2
info,usedh,true
info,umphome,drecb901
info,ump1b,sches901
info,ump2b,wegnm901
info,ump3b,macka901
info,umplf,(none)
info,umprf,(none)
info,inputtime,2023/09/10 09:03:15
info,howscored,unknown
info,pitches,pitches
info,oscorer,blour701
info,temp,73
info,winddir,unknown
info,windspeed,0
info,fieldcond,unknown
info,precip,none
info,sky,dome
info,timeofgame,173
info,attendance,38280
info,wp,gilbl002
info,lp,valdf001
info,save,
start,rodrj007,"Julio Rodriguez",0,1,8
start,suare001,"Eugenio Suarez",0,2,5
start,frant002,"Ty France",0,3,3
start,hernt002,"Teoscar Hernandez",0,4,10
start,ralec001,"Cal Raleigh",0,5,2
start,moord002,"Dylan Moore",0,6,4
start,cabaj001,"Jose Caballero",0,7,6
start,marlc001,"Cade Marlowe",0,8,7
start,haggs001,"Sam Haggerty",0,9,9
start,gilbl002,"Logan Gilbert",0,0,1
start,altuj001,"Jose Altuve",1,1,4
start,brega001,"Alex Bregman",1,2,5
start,alvay001,"Yordan Alvarez",1,3,10
start,mccoc001,"Chas McCormick",1,4,9
start,diazy004,"Yainer Diaz",1,5,3
